Level	Date and Time	Source	Event ID	Task Category
Information	4/22/2019 7:31:31 PM	Microsoft-Windows-Windows Defender	1117	None	"Windows Defender Antivirus has taken action to protect this machine from malware or other potentially unwanted software.
 For more information please see the following:
https://go.microsoft.com/fwlink/?linkid=37020&name=Virus:Win32/Ramnit.A!remnants&threatid=2147644175&enterprise=0
 	Name: Virus:Win32/Ramnit.A!remnants
 	ID: 2147644175
 	Severity: 严重
 	Category: 病毒
 	Path: file:_E:\.fseventsd.exe
 	Detection Origin: Local machine
 	Detection Type: Concrete
 	Detection Source: Real-Time Protection
 	User: NT AUTHORITY\SYSTEM
 	Process Name: C:\Windows\explorer.exe
 	Action: Clean
 	Action Status:  No additional actions required
 	Error Code: 0x00000000
 	Error description: 操作成功完成。 
 	Signature Version: AV: 1.291.2453.0, AS: 1.291.2453.0, NIS: 1.291.2453.0
 	Engine Version: AM: 1.1.15800.1, NIS: 1.1.15800.1"
Warning	4/22/2019 7:30:44 PM	Microsoft-Windows-Windows Defender	1116	None	"Windows Defender Antivirus has detected malware or other potentially unwanted software.
 For more information please see the following:
https://go.microsoft.com/fwlink/?linkid=37020&name=Virus:Win32/Ramnit.A!remnants&threatid=2147644175&enterprise=0
 	Name: Virus:Win32/Ramnit.A!remnants
 	ID: 2147644175
 	Severity: 严重
 	Category: 病毒
 	Path: file:_E:\.fseventsd.exe
 	Detection Origin: Local machine
 	Detection Type: Concrete
 	Detection Source: Real-Time Protection
 	User: MINGWIN\Doraeming
 	Process Name: C:\Windows\explorer.exe
 	Signature Version: AV: 1.291.2453.0, AS: 1.291.2453.0, NIS: 1.291.2453.0
 	Engine Version: AM: 1.1.15800.1, NIS: 1.1.15800.1"
Information	4/22/2019 7:30:22 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.291.2453.0
 	Previous Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Update Type: Full
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15800.1
 	Previous Engine Version: 1.1.15800.1"
Information	4/22/2019 7:30:22 PM	Microsoft-Windows-Windows Defender	2000	None	"Windows Defender Antivirus signature version has been updated.
 	Current Signature Version: 1.291.2453.0
 	Previous Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Update Type: Full
 	User: NT AUTHORITY\SYSTEM
 	Current Engine Version: 1.1.15800.1
 	Previous Engine Version: 1.1.15800.1"
Information	4/22/2019 7:29:40 PM	Microsoft-Windows-Windows Defender	2002	None	"Windows Defender Antivirus engine version has been updated.
 	Current Engine Version: 1.1.15800.1
 	Previous Engine Version: 1.1.15700.9
 	User: NT AUTHORITY\SYSTEM"
Information	4/22/2019 7:21:10 PM	Microsoft-Windows-Windows Defender	5007	None	"Windows Defender Antivirus Configuration has changed. If this is an unexpected event you should review the settings as this may be the result of malware.
 	Old value: HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\SpyNetReporting = 0x0
 	New value: HKLM\SOFTWARE\Microsoft\Windows Defender\SpyNet\SpyNetReporting = 0x2"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\d278d95ccdfada83c3d06b242087e4b4303479b6
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 5:37:50
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\d278d95ccdfada83c3d06b242087e4b4303479b6
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 5:37:50
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\cdb9521ca590ac8309032e62df2013db986ce530
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 5:38:12
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\cdb9521ca590ac8309032e62df2013db986ce530
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 5:38:12
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\c63cf1109e929a272cf4aa26d5cc699e1f63a77e
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 15:02:23
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\c63cf1109e929a272cf4aa26d5cc699e1f63a77e
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 15:02:23
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b887d8a26c65d55292c43662153ec34a066cb851
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 15:42:34
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b887d8a26c65d55292c43662153ec34a066cb851
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 15:42:34
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b159bfae1edf589417b16d873e273183bb74a14e
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:03:19
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\b159bfae1edf589417b16d873e273183bb74a14e
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/2/22 14:03:19
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\ad8e6e555eba0f9f616c8ed924ca3519419480ed
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 5:38:31
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\ad8e6e555eba0f9f616c8ed924ca3519419480ed
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 5:38:31
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\93dad0fff89dc358a616e1d0455cb3e33eaa405b
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:11
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\93dad0fff89dc358a616e1d0455cb3e33eaa405b
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:11
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\918fea404a198fa26b1888dc5147ccdc82da83f4
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:41
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\918fea404a198fa26b1888dc5147ccdc82da83f4
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:41
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\74d662e4603c96018f49bf0e4f174f7769202520
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 5:37:49
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\74d662e4603c96018f49bf0e4f174f7769202520
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 5:37:49
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\72c10e828aedfc2597a5dc6c957d077a393162f7
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 16:52:03
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\72c10e828aedfc2597a5dc6c957d077a393162f7
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/3 16:52:03
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\6b91b7c17db4c0f0394c42e5200afa2840f4630d
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 11:52:14
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\6b91b7c17db4c0f0394c42e5200afa2840f4630d
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 11:52:14
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiSpyware
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\6a91586155f548ff73dd92244561f1c9ec701f31
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:40
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
Information	4/22/2019 7:21:01 PM	Microsoft-Windows-Windows Defender	2011	None	"Windows Defender Antivirus used Dynamic Signature Service to discard obsolete signatures.
 	Current Signature Version: 1.289.1712.0
 	Signature Type: AntiVirus
 	Current Engine Version: 1.1.15700.9
 	Dynamic Signature Type: Signature update
 	Persistence Path: C:\ProgramData\Microsoft\Windows Defender\Scans\RtSigs\data\6a91586155f548ff73dd92244561f1c9ec701f31
 	Dynamic Signature Version: 0.0.0.0
 	Dynamic Signature Compilation Timestamp: 2019/3/6 12:15:40
 	Removal Reason: Automatic
 	Persistence Limit Type: Duration
 	Persistence Limit: 150196224"
